PROJECT ID,SITE ID,SSID,DATE,HOURS_TIMEFRAME,SW_ID,SW_SN,THRESHOLD,BATTERY_PERCENT,CADENCE,SENSITIVITY,NOTES,RAW_STEPS_TIMESTAMP,RAW_STEPS_INTERVAL_LENGTH,BINNED_STEPS_TIMESTAMP,BINNED_STEPS_STEPS_IN_BIN,SOFTWARE_VERSION,EXPORTED
NIL,NIL,P002,07/08/20,00:00:00-23:59:59,SW4-AE9F,42301182,1.05233,60,58,8,N/A,2020-07-08 00:02:38,255,2020-07-08 00:00:00,0,StepWatch4 RE 1.1.6,07/12/20
,,,,,,,,,,,,2020-07-08 00:06:53,255,2020-07-08 00:01:00,0,,
,,,,,,,,,,,,2020-07-08 00:11:08,255,2020-07-08 00:02:00,0,,
,,,,,,,,,,,,2020-07-08 00:15:23,255,2020-07-08 00:03:00,0,,
,,,,,,,,,,,,2020-07-08 00:19:38,255,2020-07-08 00:04:00,0,,
,,,,,,,,,,,,2020-07-08 00:23:53,255,2020-07-08 00:05:00,0,,
,,,,,,,,,,,,2020-07-08 00:28:08,255,2020-07-08 00:06:00,0,,
,,,,,,,,,,,,2020-07-08 00:32:23,255,2020-07-08 00:07:00,0,,
,,,,,,,,,,,,2020-07-08 00:36:38,255,2020-07-08 00:08:00,0,,
,,,,,,,,,,,,2020-07-08 00:40:53,255,2020-07-08 00:09:00,0,,
,,,,,,,,,,,,2020-07-08 00:45:08,255,2020-07-08 00:10:00,0,,
,,,,,,,,,,,,2020-07-08 00:49:23,255,2020-07-08 00:11:00,0,,
,,,,,,,,,,,,2020-07-08 00:53:38,255,2020-07-08 00:12:00,0,,
,,,,,,,,,,,,2020-07-08 00:57:53,255,2020-07-08 00:13:00,0,,
,,,,,,,,,,,,2020-07-08 01:02:08,255,2020-07-08 00:14:00,0,,
,,,,,,,,,,,,2020-07-08 01:06:23,255,2020-07-08 00:15:00,0,,
,,,,,,,,,,,,2020-07-08 01:10:38,255,2020-07-08 00:16:00,0,,
,,,,,,,,,,,,2020-07-08 01:14:53,255,2020-07-08 00:17:00,0,,
,,,,,,,,,,,,2020-07-08 01:19:08,255,2020-07-08 00:18:00,0,,
,,,,,,,,,,,,2020-07-08 01:23:23,255,2020-07-08 00:19:00,0,,
,,,,,,,,,,,,2020-07-08 01:27:38,255,2020-07-08 00:20:00,0,,
,,,,,,,,,,,,2020-07-08 01:31:53,255,2020-07-08 00:21:00,0,,
,,,,,,,,,,,,2020-07-08 01:36:08,255,2020-07-08 00:22:00,0,,
,,,,,,,,,,,,2020-07-08 01:40:23,255,2020-07-08 00:23:00,0,,
,,,,,,,,,,,,2020-07-08 01:44:38,255,2020-07-08 00:24:00,0,,
,,,,,,,,,,,,2020-07-08 01:48:53,255,2020-07-08 00:25:00,0,,
,,,,,,,,,,,,2020-07-08 01:53:08,255,2020-07-08 00:26:00,0,,
,,,,,,,,,,,,2020-07-08 01:57:23,255,2020-07-08 00:27:00,0,,
,,,,,,,,,,,,2020-07-08 02:01:38,255,2020-07-08 00:28:00,0,,
,,,,,,,,,,,,2020-07-08 02:05:53,255,2020-07-08 00:29:00,0,,
,,,,,,,,,,,,2020-07-08 02:10:08,255,2020-07-08 00:30:00,0,,
,,,,,,,,,,,,2020-07-08 02:14:23,255,2020-07-08 00:31:00,0,,
,,,,,,,,,,,,2020-07-08 02:18:38,255,2020-07-08 00:32:00,0,,
,,,,,,,,,,,,2020-07-08 02:22:53,255,2020-07-08 00:33:00,0,,
,,,,,,,,,,,,2020-07-08 02:27:08,255,2020-07-08 00:34:00,0,,
,,,,,,,,,,,,2020-07-08 02:31:23,255,2020-07-08 00:35:00,0,,
,,,,,,,,,,,,2020-07-08 02:35:38,255,2020-07-08 00:36:00,0,,
,,,,,,,,,,,,2020-07-08 02:39:53,255,2020-07-08 00:37:00,0,,
,,,,,,,,,,,,2020-07-08 02:44:08,255,2020-07-08 00:38:00,0,,
,,,,,,,,,,,,2020-07-08 02:48:23,255,2020-07-08 00:39:00,0,,
,,,,,,,,,,,,2020-07-08 02:52:38,255,2020-07-08 00:40:00,0,,
,,,,,,,,,,,,2020-07-08 02:56:53,255,2020-07-08 00:41:00,0,,
,,,,,,,,,,,,2020-07-08 03:01:08,255,2020-07-08 00:42:00,0,,
,,,,,,,,,,,,2020-07-08 03:05:23,255,2020-07-08 00:43:00,0,,
,,,,,,,,,,,,2020-07-08 03:09:38,255,2020-07-08 00:44:00,0,,
,,,,,,,,,,,,2020-07-08 03:13:53,255,2020-07-08 00:45:00,0,,
,,,,,,,,,,,,2020-07-08 03:18:08,255,2020-07-08 00:46:00,0,,
,,,,,,,,,,,,2020-07-08 03:22:23,255,2020-07-08 00:47:00,0,,
,,,,,,,,,,,,2020-07-08 03:26:38,255,2020-07-08 00:48:00,0,,
,,,,,,,,,,,,2020-07-08 03:30:53,255,2020-07-08 00:49:00,0,,
,,,,,,,,,,,,2020-07-08 03:35:08,255,2020-07-08 00:50:00,0,,
,,,,,,,,,,,,2020-07-08 03:39:23,255,2020-07-08 00:51:00,0,,
,,,,,,,,,,,,2020-07-08 03:43:38,255,2020-07-08 00:52:00,0,,
