PROJECT ID,SITE ID,SSID,DATE,HOURS_TIMEFRAME,SW_ID,SW_SN,THRESHOLD,BATTERY_PERCENT,CADENCE,SENSITIVITY,NOTES,RAW_STEPS_TIMESTAMP,RAW_STEPS_INTERVAL_LENGTH,BINNED_STEPS_TIMESTAMP,BINNED_STEPS_STEPS_IN_BIN,SOFTWARE_VERSION,EXPORTED
NIL,NIL,P002,07/09/20,00:00:00-23:59:59,SW4-AE9F,42301182,1.05233,60,58,8,N/A,2020-07-09 00:03:58,255,2020-07-09 00:00:00,0,StepWatch4 RE 1.1.6,07/12/20
,,,,,,,,,,,,2020-07-09 00:08:13,255,2020-07-09 00:01:00,0,,
,,,,,,,,,,,,2020-07-09 00:12:28,255,2020-07-09 00:02:00,0,,
,,,,,,,,,,,,2020-07-09 00:16:43,255,2020-07-09 00:03:00,0,,
,,,,,,,,,,,,2020-07-09 00:20:58,255,2020-07-09 00:04:00,0,,
,,,,,,,,,,,,2020-07-09 00:25:13,255,2020-07-09 00:05:00,0,,
,,,,,,,,,,,,2020-07-09 00:29:28,255,2020-07-09 00:06:00,0,,
,,,,,,,,,,,,2020-07-09 00:33:43,255,2020-07-09 00:07:00,0,,
,,,,,,,,,,,,2020-07-09 00:37:58,255,2020-07-09 00:08:00,0,,
,,,,,,,,,,,,2020-07-09 00:42:13,255,2020-07-09 00:09:00,0,,
,,,,,,,,,,,,2020-07-09 00:46:28,255,2020-07-09 00:10:00,0,,
,,,,,,,,,,,,2020-07-09 00:50:43,255,2020-07-09 00:11:00,0,,
,,,,,,,,,,,,2020-07-09 00:54:58,255,2020-07-09 00:12:00,0,,
,,,,,,,,,,,,2020-07-09 00:59:13,255,2020-07-09 00:13:00,0,,
,,,,,,,,,,,,2020-07-09 01:03:28,255,2020-07-09 00:14:00,0,,
,,,,,,,,,,,,2020-07-09 01:07:43,255,2020-07-09 00:15:00,0,,
,,,,,,,,,,,,2020-07-09 01:11:58,255,2020-07-09 00:16:00,0,,
,,,,,,,,,,,,2020-07-09 01:16:13,255,2020-07-09 00:17:00,0,,
,,,,,,,,,,,,2020-07-09 01:20:28,255,2020-07-09 00:18:00,0,,
,,,,,,,,,,,,2020-07-09 01:24:43,255,2020-07-09 00:19:00,0,,
,,,,,,,,,,,,2020-07-09 01:28:58,255,2020-07-09 00:20:00,0,,
,,,,,,,,,,,,2020-07-09 01:33:13,255,2020-07-09 00:21:00,0,,
,,,,,,,,,,,,2020-07-09 01:37:28,255,2020-07-09 00:22:00,0,,
,,,,,,,,,,,,2020-07-09 01:41:43,255,2020-07-09 00:23:00,0,,
,,,,,,,,,,,,2020-07-09 01:45:58,255,2020-07-09 00:24:00,0,,
,,,,,,,,,,,,2020-07-09 01:50:13,255,2020-07-09 00:25:00,0,,
,,,,,,,,,,,,2020-07-09 01:54:28,255,2020-07-09 00:26:00,0,,
