PROJECT ID,SITE ID,SSID,DATE,HOURS_TIMEFRAME,SW_ID,SW_SN,THRESHOLD,BATTERY_PERCENT,CADENCE,SENSITIVITY,NOTES,RAW_STEPS_TIMESTAMP,RAW_STEPS_INTERVAL_LENGTH,BINNED_STEPS_TIMESTAMP,BINNED_STEPS_STEPS_IN_BIN,SOFTWARE_VERSION,EXPORTED
NIL,NIL,pt001,07/10/20,00:00:00-15:27:38,SW4-1563,42301178,1.05024,69,80,8,N/A,2020-07-10 00:01:48,255,2020-07-10 00:00:00,0,StepWatch4 RE 1.1.6,07/10/20
,,,,,,,,,,,,2020-07-10 00:06:03,255,2020-07-10 00:01:00,0,,
,,,,,,,,,,,,2020-07-10 00:10:18,255,2020-07-10 00:02:00,0,,
,,,,,,,,,,,,2020-07-10 00:14:33,255,2020-07-10 00:03:00,0,,
,,,,,,,,,,,,2020-07-10 00:18:48,255,2020-07-10 00:04:00,0,,
,,,,,,,,,,,,2020-07-10 00:23:03,255,2020-07-10 00:05:00,0,,
,,,,,,,,,,,,2020-07-10 00:27:18,255,2020-07-10 00:06:00,0,,
,,,,,,,,,,,,2020-07-10 00:31:33,255,2020-07-10 00:07:00,0,,
,,,,,,,,,,,,2020-07-10 00:35:48,255,2020-07-10 00:08:00,0,,
,,,,,,,,,,,,2020-07-10 00:40:03,255,2020-07-10 00:09:00,0,,
,,,,,,,,,,,,2020-07-10 00:44:18,255,2020-07-10 00:10:00,0,,
,,,,,,,,,,,,2020-07-10 00:48:33,255,2020-07-10 00:11:00,0,,
,,,,,,,,,,,,2020-07-10 00:52:48,255,2020-07-10 00:12:00,0,,
,,,,,,,,,,,,2020-07-10 00:57:03,255,2020-07-10 00:13:00,0,,
,,,,,,,,,,,,2020-07-10 01:01:18,255,2020-07-10 00:14:00,0,,
,,,,,,,,,,,,2020-07-10 01:05:33,255,2020-07-10 00:15:00,0,,
,,,,,,,,,,,,2020-07-10 01:09:48,255,2020-07-10 00:16:00,0,,
,,,,,,,,,,,,2020-07-10 01:14:03,255,2020-07-10 00:17:00,0,,
,,,,,,,,,,,,2020-07-10 01:18:18,255,2020-07-10 00:18:00,0,,
,,,,,,,,,,,,2020-07-10 01:22:33,255,2020-07-10 00:19:00,0,,
,,,,,,,,,,,,2020-07-10 01:26:48,255,2020-07-10 00:20:00,0,,
,,,,,,,,,,,,2020-07-10 01:31:03,255,2020-07-10 00:21:00,0,,
,,,,,,,,,,,,2020-07-10 01:35:18,255,2020-07-10 00:22:00,0,,
,,,,,,,,,,,,2020-07-10 01:39:33,255,2020-07-10 00:23:00,0,,
,,,,,,,,,,,,2020-07-10 01:43:48,255,2020-07-10 00:24:00,0,,
