PROJECT ID,SITE ID,SSID,DATE,HOURS_TIMEFRAME,SW_ID,SW_SN,THRESHOLD,BATTERY_PERCENT,CADENCE,SENSITIVITY,NOTES,RAW_STEPS_TIMESTAMP,RAW_STEPS_INTERVAL_LENGTH,BINNED_STEPS_TIMESTAMP,BINNED_STEPS_STEPS_IN_BIN,SOFTWARE_VERSION,EXPORTED
NIL,NIL,pt001,07/09/20,00:00:00-23:59:59,SW4-1563,42301178,1.05024,69,80,8,N/A,2020-07-09 00:02:05,255,2020-07-09 00:00:00,0,StepWatch4 RE 1.1.6,07/10/20
,,,,,,,,,,,,2020-07-09 00:06:20,255,2020-07-09 00:01:00,0,,
,,,,,,,,,,,,2020-07-09 00:10:35,255,2020-07-09 00:02:00,0,,
,,,,,,,,,,,,2020-07-09 00:14:50,255,2020-07-09 00:03:00,0,,
,,,,,,,,,,,,2020-07-09 00:19:05,255,2020-07-09 00:04:00,0,,
,,,,,,,,,,,,2020-07-09 00:23:20,255,2020-07-09 00:05:00,0,,
,,,,,,,,,,,,2020-07-09 00:27:35,255,2020-07-09 00:06:00,0,,
,,,,,,,,,,,,2020-07-09 00:31:50,255,2020-07-09 00:07:00,0,,
,,,,,,,,,,,,2020-07-09 00:36:05,255,2020-07-09 00:08:00,0,,
,,,,,,,,,,,,2020-07-09 00:40:20,255,2020-07-09 00:09:00,0,,
,,,,,,,,,,,,2020-07-09 00:44:35,255,2020-07-09 00:10:00,0,,
,,,,,,,,,,,,2020-07-09 00:48:50,255,2020-07-09 00:11:00,0,,
,,,,,,,,,,,,2020-07-09 00:53:05,255,2020-07-09 00:12:00,0,,
,,,,,,,,,,,,2020-07-09 00:57:20,255,2020-07-09 00:13:00,0,,
,,,,,,,,,,,,2020-07-09 01:01:35,255,2020-07-09 00:14:00,0,,
,,,,,,,,,,,,2020-07-09 01:05:50,255,2020-07-09 00:15:00,0,,
,,,,,,,,,,,,2020-07-09 01:10:05,255,2020-07-09 00:16:00,0,,
,,,,,,,,,,,,2020-07-09 01:14:20,255,2020-07-09 00:17:00,0,,
,,,,,,,,,,,,2020-07-09 01:18:35,255,2020-07-09 00:18:00,0,,
,,,,,,,,,,,,2020-07-09 01:22:50,255,2020-07-09 00:19:00,0,,
,,,,,,,,,,,,2020-07-09 01:27:05,255,2020-07-09 00:20:00,0,,
,,,,,,,,,,,,2020-07-09 01:31:20,255,2020-07-09 00:21:00,0,,
,,,,,,,,,,,,2020-07-09 01:35:35,255,2020-07-09 00:22:00,0,,
,,,,,,,,,,,,2020-07-09 01:39:50,255,2020-07-09 00:23:00,0,,
,,,,,,,,,,,,2020-07-09 01:44:05,255,2020-07-09 00:24:00,0,,
,,,,,,,,,,,,2020-07-09 01:48:20,255,2020-07-09 00:25:00,0,,
,,,,,,,,,,,,2020-07-09 01:52:35,255,2020-07-09 00:26:00,0,,
,,,,,,,,,,,,2020-07-09 01:56:50,255,2020-07-09 00:27:00,0,,
,,,,,,,,,,,,2020-07-09 02:01:05,255,2020-07-09 00:28:00,0,,
,,,,,,,,,,,,2020-07-09 02:05:20,255,2020-07-09 00:29:00,0,,
,,,,,,,,,,,,2020-07-09 02:09:35,255,2020-07-09 00:30:00,0,,
,,,,,,,,,,,,2020-07-09 02:13:50,255,2020-07-09 00:31:00,0,,
,,,,,,,,,,,,2020-07-09 02:18:05,255,2020-07-09 00:32:00,0,,
,,,,,,,,,,,,2020-07-09 02:22:20,255,2020-07-09 00:33:00,0,,
,,,,,,,,,,,,2020-07-09 02:26:35,255,2020-07-09 00:34:00,0,,
,,,,,,,,,,,,2020-07-09 02:30:50,255,2020-07-09 00:35:00,0,,
,,,,,,,,,,,,2020-07-09 02:35:05,255,2020-07-09 00:36:00,0,,
,,,,,,,,,,,,2020-07-09 02:39:20,255,2020-07-09 00:37:00,0,,
,,,,,,,,,,,,2020-07-09 02:43:35,255,2020-07-09 00:38:00,0,,
,,,,,,,,,,,,2020-07-09 02:47:50,255,2020-07-09 00:39:00,0,,
,,,,,,,,,,,,2020-07-09 02:52:05,255,2020-07-09 00:40:00,0,,
,,,,,,,,,,,,2020-07-09 02:56:20,255,2020-07-09 00:41:00,0,,
,,,,,,,,,,,,2020-07-09 03:00:35,255,2020-07-09 00:42:00,0,,
,,,,,,,,,,,,2020-07-09 03:04:50,255,2020-07-09 00:43:00,0,,
,,,,,,,,,,,,2020-07-09 03:09:05,255,2020-07-09 00:44:00,0,,
,,,,,,,,,,,,2020-07-09 03:13:20,255,2020-07-09 00:45:00,0,,
,,,,,,,,,,,,2020-07-09 03:17:35,255,2020-07-09 00:46:00,0,,
,,,,,,,,,,,,2020-07-09 03:21:50,255,2020-07-09 00:47:00,0,,
,,,,,,,,,,,,2020-07-09 03:26:05,255,2020-07-09 00:48:00,0,,
,,,,,,,,,,,,2020-07-09 03:30:20,255,2020-07-09 00:49:00,0,,
,,,,,,,,,,,,2020-07-09 03:34:35,255,2020-07-09 00:50:00,0,,
,,,,,,,,,,,,2020-07-09 03:38:50,255,2020-07-09 00:51:00,0,,
,,,,,,,,,,,,2020-07-09 03:43:05,255,2020-07-09 00:52:00,0,,
,,,,,,,,,,,,2020-07-09 03:47:20,255,2020-07-09 00:53:00,0,,
,,,,,,,,,,,,2020-07-09 03:51:35,255,2020-07-09 00:54:00,0,,
,,,,,,,,,,,,2020-07-09 03:55:50,255,2020-07-09 00:55:00,0,,
,,,,,,,,,,,,2020-07-09 04:00:05,255,2020-07-09 00:56:00,0,,
,,,,,,,,,,,,2020-07-09 04:04:20,255,2020-07-09 00:57:00,0,,
,,,,,,,,,,,,2020-07-09 04:08:35,255,2020-07-09 00:58:00,0,,
,,,,,,,,,,,,2020-07-09 04:12:50,255,2020-07-09 00:59:00,0,,
,,,,,,,,,,,,2020-07-09 04:17:05,255,2020-07-09 01:00:00,0,,
,,,,,,,,,,,,2020-07-09 04:21:20,255,2020-07-09 01:01:00,0,,
,,,,,,,,,,,,2020-07-09 04:25:35,255,2020-07-09 01:02:00,0,,
,,,,,,,,,,,,2020-07-09 04:29:50,255,2020-07-09 01:03:00,0,,
,,,,,,,,,,,,2020-07-09 04:34:05,255,2020-07-09 01:04:00,0,,
,,,,,,,,,,,,2020-07-09 04:38:20,255,2020-07-09 01:05:00,0,,
,,,,,,,,,,,,2020-07-09 04:42:35,255,2020-07-09 01:06:00,0,,
,,,,,,,,,,,,2020-07-09 04:46:50,255,2020-07-09 01:07:00,0,,
,,,,,,,,,,,,2020-07-09 04:51:05,255,2020-07-09 01:08:00,0,,
,,,,,,,,,,,,2020-07-09 04:55:20,255,2020-07-09 01:09:00,0,,
,,,,,,,,,,,,2020-07-09 04:59:35,255,2020-07-09 01:10:00,0,,
,,,,,,,,,,,,2020-07-09 05:03:50,255,2020-07-09 01:11:00,0,,
,,,,,,,,,,,,2020-07-09 05:08:05,255,2020-07-09 01:12:00,0,,
,,,,,,,,,,,,2020-07-09 05:12:20,255,2020-07-09 01:13:00,0,,
,,,,,,,,,,,,2020-07-09 05:16:35,255,2020-07-09 01:14:00,0,,
,,,,,,,,,,,,2020-07-09 05:20:50,255,2020-07-09 01:15:00,0,,
,,,,,,,,,,,,2020-07-09 05:25:05,255,2020-07-09 01:16:00,0,,
,,,,,,,,,,,,2020-07-09 05:29:20,255,2020-07-09 01:17:00,0,,
,,,,,,,,,,,,2020-07-09 05:33:35,255,2020-07-09 01:18:00,0,,
